FIPS,State,County,Health Outcomes Z-Score,Health Outcomes Rank,Health Factors Z-Score,Health Factors Rank,year
42001,Pennsylvania,Adams,-0.34,21,-0.59,7,2010
42003,Pennsylvania,Allegheny,0.32,49,-0.04,26,2010
42005,Pennsylvania,Armstrong,0.74,58,0.32,55,2010
42007,Pennsylvania,Beaver,0.19,44,-0.08,25,2010
42009,Pennsylvania,Bedford,-0.06,31,0.07,35,2010
42011,Pennsylvania,Berks,-0.49,16,-0.11,23,2010
42013,Pennsylvania,Blair,0.95,63,0.05,33,2010
42015,Pennsylvania,Bradford,-0.64,12,-0.11,22,2010
42017,Pennsylvania,Bucks,-0.94,7,-0.94,3,2010
42019,Pennsylvania,Butler,-0.71,11,-0.66,6,2010
42021,Pennsylvania,Cambria,1.02,64,0.21,51,2010
42023,Pennsylvania,Cameron,0.13,40,0.31,53,2010
42025,Pennsylvania,Carbon,0.61,56,0.45,62,2010
42027,Pennsylvania,Centre,-1.53,2,-0.59,8,2010
42029,Pennsylvania,Chester,-1.53,1,-1.18,1,2010
42031,Pennsylvania,Clarion,0.16,42,0.11,41,2010
42033,Pennsylvania,Clearfield,0.26,45,0.27,52,2010
42035,Pennsylvania,Clinton,0.02,34,0.07,36,2010
42037,Pennsylvania,Columbia,-0.54,14,-0.03,27,2010
42039,Pennsylvania,Crawford,-0.02,33,0.14,43,2010
42041,Pennsylvania,Cumberland,-0.83,9,-0.78,4,2010
42043,Pennsylvania,Dauphin,0.29,47,0.07,34,2010
42045,Pennsylvania,Delaware,0.07,36,-0.26,14,2010
42047,Pennsylvania,Elk,0.74,59,0.13,42,2010
42049,Pennsylvania,Erie,-0.09,30,0.43,61,2010
42051,Pennsylvania,Fayette,1.19,65,0.84,66,2010
42053,Pennsylvania,Forest,0.55,53,0.62,65,2010
42055,Pennsylvania,Franklin,-0.79,10,-0.28,13,2010
42057,Pennsylvania,Fulton,-0.19,27,0.58,64,2010
42059,Pennsylvania,Greene,1.21,66,0.48,63,2010
42061,Pennsylvania,Huntingdon,0.08,37,-0.09,24,2010
42063,Pennsylvania,Indiana,-0.42,17,0.21,49,2010
42065,Pennsylvania,Jefferson,-0.37,20,0.02,29,2010
42067,Pennsylvania,Juniata,-0.12,28,0.03,30,2010
42069,Pennsylvania,Lackawanna,0.45,51,-0.15,19,2010
42071,Pennsylvania,Lancaster,-0.91,8,-0.53,9,2010
42073,Pennsylvania,Lawrence,0.88,61,0.21,50,2010
42075,Pennsylvania,Lebanon,-0.54,15,-0.25,15,2010
42077,Pennsylvania,Lehigh,-0.38,19,-0.21,17,2010
42079,Pennsylvania,Luzerne,0.62,57,0.08,37,2010
42081,Pennsylvania,Lycoming,-0.33,23,0.01,28,2010
42083,Pennsylvania,McKean,0.41,50,0.31,54,2010
42085,Pennsylvania,Mercer,0.52,52,0.32,56,2010
42087,Pennsylvania,Mifflin,0.31,48,0.15,45,2010
42089,Pennsylvania,Monroe,0.28,46,0.09,40,2010
42091,Pennsylvania,Montgomery,-1.1,5,-1.12,2,2010
42093,Pennsylvania,Montour,0.11,39,-0.73,5,2010
42095,Pennsylvania,Northampton,-0.22,26,-0.31,12,2010
42097,Pennsylvania,Northumberland,0.59,55,0.34,59,2010
42099,Pennsylvania,Perry,0.07,35,0.05,32,2010
42101,Pennsylvania,Philadelphia,3.43,67,1.49,67,2010
42103,Pennsylvania,Pike,-1.03,6,-0.15,20,2010
42105,Pennsylvania,Potter,-0.28,24,0.09,39,2010
42107,Pennsylvania,Schuylkill,0.75,60,0.38,60,2010
42109,Pennsylvania,Snyder,-1.27,4,-0.16,18,2010
42111,Pennsylvania,Somerset,-0.03,32,0.17,47,2010
42113,Pennsylvania,Sullivan,0.1,38,0.33,58,2010
42115,Pennsylvania,Susquehanna,0.15,41,0.04,31,2010
42117,Pennsylvania,Tioga,-0.33,22,0.33,57,2010
42119,Pennsylvania,Union,-1.4,3,-0.32,11,2010
42121,Pennsylvania,Venango,0.59,54,0.15,44,2010
42123,Pennsylvania,Warren,-0.6,13,0.2,48,2010
42125,Pennsylvania,Washington,-0.12,29,0.09,38,2010
42127,Pennsylvania,Wayne,0.9,62,-0.13,21,2010
42129,Pennsylvania,Westmoreland,-0.41,18,-0.35,10,2010
42131,Pennsylvania,Wyoming,0.16,43,0.16,46,2010
42133,Pennsylvania,York,-0.27,25,-0.25,16,2010
