"","GEOID","NAME","variable","estimate","moe"
"1","42001","Adams County, Pennsylvania","totpop",102811,NA
"2","42001","Adams County, Pennsylvania","medage",43.8,0.8
"3","42001","Adams County, Pennsylvania","totpopwhite",96606,885
"4","42001","Adams County, Pennsylvania","bachdegree",9519,1171
"5","42001","Adams County, Pennsylvania","medincome",31810,1112
"6","42003","Allegheny County, Pennsylvania","totpop",1218452,NA
"7","42003","Allegheny County, Pennsylvania","medage",40.5,0.3
"8","42003","Allegheny County, Pennsylvania","totpopwhite",971262,1667
"9","42003","Allegheny County, Pennsylvania","bachdegree",217881,4693
"10","42003","Allegheny County, Pennsylvania","medincome",33723,797
"11","42005","Armstrong County, Pennsylvania","totpop",65263,NA
"12","42005","Armstrong County, Pennsylvania","medage",46.6,0.4
"13","42005","Armstrong County, Pennsylvania","totpopwhite",NA,NA
"14","42005","Armstrong County, Pennsylvania","bachdegree",6845,939
"15","42005","Armstrong County, Pennsylvania","medincome",26838,1549
"16","42007","Beaver County, Pennsylvania","totpop",164742,NA
"17","42007","Beaver County, Pennsylvania","medage",45.6,0.3
"18","42007","Beaver County, Pennsylvania","totpopwhite",148316,671
"19","42007","Beaver County, Pennsylvania","bachdegree",19050,2008
"20","42007","Beaver County, Pennsylvania","medincome",29980,1254
"21","42011","Berks County, Pennsylvania","totpop",420152,NA
"22","42011","Berks County, Pennsylvania","medage",40.2,0.4
"23","42011","Berks County, Pennsylvania","totpopwhite",349164,4167
"24","42011","Berks County, Pennsylvania","bachdegree",46063,3013
"25","42011","Berks County, Pennsylvania","medincome",31174,656
"26","42013","Blair County, Pennsylvania","totpop",122492,NA
"27","42013","Blair County, Pennsylvania","medage",44,0.6
"28","42013","Blair County, Pennsylvania","totpopwhite",NA,NA
"29","42013","Blair County, Pennsylvania","bachdegree",10764,1488
"30","42013","Blair County, Pennsylvania","medincome",27009,1744
"31","42017","Bucks County, Pennsylvania","totpop",628195,NA
"32","42017","Bucks County, Pennsylvania","medage",44,0.3
"33","42017","Bucks County, Pennsylvania","totpopwhite",546729,2416
"34","42017","Bucks County, Pennsylvania","bachdegree",111114,5495
"35","42017","Bucks County, Pennsylvania","medincome",40974,982
"36","42019","Butler County, Pennsylvania","totpop",187888,NA
"37","42019","Butler County, Pennsylvania","medage",43.7,0.5
"38","42019","Butler County, Pennsylvania","totpopwhite",179306,527
"39","42019","Butler County, Pennsylvania","bachdegree",32203,2268
"40","42019","Butler County, Pennsylvania","medincome",32853,1441
"41","42021","Cambria County, Pennsylvania","totpop",131730,NA
"42","42021","Cambria County, Pennsylvania","medage",45.9,0.4
"43","42021","Cambria County, Pennsylvania","totpopwhite",123050,661
"44","42021","Cambria County, Pennsylvania","bachdegree",13530,1496
"45","42021","Cambria County, Pennsylvania","medincome",25417,961
"46","42025","Carbon County, Pennsylvania","totpop",64227,NA
"47","42025","Carbon County, Pennsylvania","medage",46.9,1.1
"48","42025","Carbon County, Pennsylvania","totpopwhite",NA,NA
"49","42025","Carbon County, Pennsylvania","bachdegree",4782,1053
"50","42025","Carbon County, Pennsylvania","medincome",29165,3243
"51","42027","Centre County, Pennsylvania","totpop",162805,NA
"52","42027","Centre County, Pennsylvania","medage",31.6,0.7
"53","42027","Centre County, Pennsylvania","totpopwhite",142490,552
"54","42027","Centre County, Pennsylvania","bachdegree",23042,2716
"55","42027","Centre County, Pennsylvania","medincome",26560,1625
"56","42029","Chester County, Pennsylvania","totpop",522046,NA
"57","42029","Chester County, Pennsylvania","medage",40.6,0.4
"58","42029","Chester County, Pennsylvania","totpopwhite",441393,3184
"59","42029","Chester County, Pennsylvania","bachdegree",113385,3903
"60","42029","Chester County, Pennsylvania","medincome",44436,1599
"61","42033","Clearfield County, Pennsylvania","totpop",79388,NA
"62","42033","Clearfield County, Pennsylvania","medage",45.2,0.3
"63","42033","Clearfield County, Pennsylvania","totpopwhite",74891,621
"64","42033","Clearfield County, Pennsylvania","bachdegree",5413,851
"65","42033","Clearfield County, Pennsylvania","medincome",26472,1771
"66","42037","Columbia County, Pennsylvania","totpop",65456,NA
"67","42037","Columbia County, Pennsylvania","medage",41,1.7
"68","42037","Columbia County, Pennsylvania","totpopwhite",61574,623
"69","42037","Columbia County, Pennsylvania","bachdegree",7463,874
"70","42037","Columbia County, Pennsylvania","medincome",28706,1887
"71","42039","Crawford County, Pennsylvania","totpop",85063,NA
"72","42039","Crawford County, Pennsylvania","medage",43.2,0.5
"73","42039","Crawford County, Pennsylvania","totpopwhite",81136,214
"74","42039","Crawford County, Pennsylvania","bachdegree",7889,1148
"75","42039","Crawford County, Pennsylvania","medincome",26925,1260
"76","42041","Cumberland County, Pennsylvania","totpop",251423,NA
"77","42041","Cumberland County, Pennsylvania","medage",40.7,0.5
"78","42041","Cumberland County, Pennsylvania","totpopwhite",218641,1274
"79","42041","Cumberland County, Pennsylvania","bachdegree",41533,3458
"80","42041","Cumberland County, Pennsylvania","medincome",35550,1206
"81","42043","Dauphin County, Pennsylvania","totpop",277097,NA
"82","42043","Dauphin County, Pennsylvania","medage",40,0.6
"83","42043","Dauphin County, Pennsylvania","totpopwhite",192416,2762
"84","42043","Dauphin County, Pennsylvania","bachdegree",37522,2655
"85","42043","Dauphin County, Pennsylvania","medincome",33119,1339
"86","42045","Delaware County, Pennsylvania","totpop",564751,NA
"87","42045","Delaware County, Pennsylvania","medage",39,0.4
"88","42045","Delaware County, Pennsylvania","totpopwhite",387267,1961
"89","42045","Delaware County, Pennsylvania","bachdegree",85305,4150
"90","42045","Delaware County, Pennsylvania","medincome",36237,1007
"91","42049","Erie County, Pennsylvania","totpop",272061,NA
"92","42049","Erie County, Pennsylvania","medage",40,0.6
"93","42049","Erie County, Pennsylvania","totpopwhite",234857,1658
"94","42049","Erie County, Pennsylvania","bachdegree",31866,2381
"95","42049","Erie County, Pennsylvania","medincome",25590,966
"96","42051","Fayette County, Pennsylvania","totpop",130441,NA
"97","42051","Fayette County, Pennsylvania","medage",45.1,0.3
"98","42051","Fayette County, Pennsylvania","totpopwhite",120140,498
