"","GEOID","NAME","variable","estimate","moe"
"1","42001","Adams County, Pennsylvania","totpop",102180,NA
"2","42001","Adams County, Pennsylvania","medage",44.2,0.6
"3","42001","Adams County, Pennsylvania","totpopwhite",94434,1017
"4","42001","Adams County, Pennsylvania","bachdegree",8730,1246
"5","42001","Adams County, Pennsylvania","medincome",28464,1890
"6","42003","Allegheny County, Pennsylvania","totpop",1225365,NA
"7","42003","Allegheny County, Pennsylvania","medage",40.6,0.2
"8","42003","Allegheny County, Pennsylvania","totpopwhite",982979,2051
"9","42003","Allegheny County, Pennsylvania","bachdegree",219225,6160
"10","42003","Allegheny County, Pennsylvania","medincome",31154,353
"11","42005","Armstrong County, Pennsylvania","totpop",66486,NA
"12","42005","Armstrong County, Pennsylvania","medage",46.5,0.5
"13","42005","Armstrong County, Pennsylvania","totpopwhite",NA,NA
"14","42005","Armstrong County, Pennsylvania","bachdegree",5119,743
"15","42005","Armstrong County, Pennsylvania","medincome",25016,1668
"16","42007","Beaver County, Pennsylvania","totpop",167429,NA
"17","42007","Beaver County, Pennsylvania","medage",44.9,0.3
"18","42007","Beaver County, Pennsylvania","totpopwhite",151718,741
"19","42007","Beaver County, Pennsylvania","bachdegree",21747,1794
"20","42007","Beaver County, Pennsylvania","medincome",30085,1496
"21","42011","Berks County, Pennsylvania","totpop",414812,NA
"22","42011","Berks County, Pennsylvania","medage",40.1,0.4
"23","42011","Berks County, Pennsylvania","totpopwhite",343554,5162
"24","42011","Berks County, Pennsylvania","bachdegree",45234,3219
"25","42011","Berks County, Pennsylvania","medincome",29456,1116
"26","42013","Blair County, Pennsylvania","totpop",124650,NA
"27","42013","Blair County, Pennsylvania","medage",43.8,0.4
"28","42013","Blair County, Pennsylvania","totpopwhite",119127,544
"29","42013","Blair County, Pennsylvania","bachdegree",11654,1594
"30","42013","Blair County, Pennsylvania","medincome",25271,1080
"31","42017","Bucks County, Pennsylvania","totpop",626399,NA
"32","42017","Bucks County, Pennsylvania","medage",43.7,0.3
"33","42017","Bucks County, Pennsylvania","totpopwhite",551410,3230
"34","42017","Bucks County, Pennsylvania","bachdegree",106851,4145
"35","42017","Bucks County, Pennsylvania","medincome",36610,819
"36","42019","Butler County, Pennsylvania","totpop",186847,NA
"37","42019","Butler County, Pennsylvania","medage",43.3,0.4
"38","42019","Butler County, Pennsylvania","totpopwhite",179023,755
"39","42019","Butler County, Pennsylvania","bachdegree",30336,2646
"40","42019","Butler County, Pennsylvania","medincome",33678,2415
"41","42021","Cambria County, Pennsylvania","totpop",134732,NA
"42","42021","Cambria County, Pennsylvania","medage",45.1,0.4
"43","42021","Cambria County, Pennsylvania","totpopwhite",126107,482
"44","42021","Cambria County, Pennsylvania","bachdegree",12968,1158
"45","42021","Cambria County, Pennsylvania","medincome",24922,872
"46","42025","Carbon County, Pennsylvania","totpop",63594,NA
"47","42025","Carbon County, Pennsylvania","medage",46.2,0.4
"48","42025","Carbon County, Pennsylvania","totpopwhite",NA,NA
"49","42025","Carbon County, Pennsylvania","bachdegree",5329,1180
"50","42025","Carbon County, Pennsylvania","medincome",29072,2439
"51","42027","Centre County, Pennsylvania","totpop",161464,NA
"52","42027","Centre County, Pennsylvania","medage",31.7,0.6
"53","42027","Centre County, Pennsylvania","totpopwhite",142112,412
"54","42027","Centre County, Pennsylvania","bachdegree",26310,2635
"55","42027","Centre County, Pennsylvania","medincome",25482,1287
"56","42029","Chester County, Pennsylvania","totpop",516312,NA
"57","42029","Chester County, Pennsylvania","medage",40.3,0.4
"58","42029","Chester County, Pennsylvania","totpopwhite",440376,1891
"59","42029","Chester County, Pennsylvania","bachdegree",109120,3402
"60","42029","Chester County, Pennsylvania","medincome",40405,980
"61","42033","Clearfield County, Pennsylvania","totpop",80596,NA
"62","42033","Clearfield County, Pennsylvania","medage",44.8,0.2
"63","42033","Clearfield County, Pennsylvania","totpopwhite",76391,508
"64","42033","Clearfield County, Pennsylvania","bachdegree",5199,1062
"65","42033","Clearfield County, Pennsylvania","medincome",22306,1570
"66","42037","Columbia County, Pennsylvania","totpop",66420,NA
"67","42037","Columbia County, Pennsylvania","medage",40.6,1.4
"68","42037","Columbia County, Pennsylvania","totpopwhite",62704,551
"69","42037","Columbia County, Pennsylvania","bachdegree",5973,938
"70","42037","Columbia County, Pennsylvania","medincome",25729,2200
"71","42039","Crawford County, Pennsylvania","totpop",86257,NA
"72","42039","Crawford County, Pennsylvania","medage",42.7,0.5
