FIPS,State,County,Health Outcomes Z-Score,Health Outcomes Rank,Health Factors Z-Score,Health Factors Rank,year
42001,Pennsylvania,Adams,-0.84,10,-0.38,11,2018
42003,Pennsylvania,Allegheny,-0.03,31,0,30,2018
42005,Pennsylvania,Armstrong,0.35,47,0.24,52,2018
42007,Pennsylvania,Beaver,0.21,40,0.05,34,2018
42009,Pennsylvania,Bedford,-0.19,24,-0.07,24,2018
42011,Pennsylvania,Berks,0,32,-0.01,29,2018
42013,Pennsylvania,Blair,0.33,45,0.03,32,2018
42015,Pennsylvania,Bradford,0.17,37,0.28,57,2018
42017,Pennsylvania,Bucks,-1.11,7,-0.97,2,2018
42019,Pennsylvania,Butler,-1.21,5,-0.68,7,2018
42021,Pennsylvania,Cambria,1.14,64,0.33,59,2018
42023,Pennsylvania,Cameron,-0.55,14,0.05,33,2018
42025,Pennsylvania,Carbon,0.57,58,0.26,54,2018
42027,Pennsylvania,Centre,-1.87,2,-0.7,5,2018
42029,Pennsylvania,Chester,-1.91,1,-0.93,3,2018
42031,Pennsylvania,Clarion,0.51,56,0.11,43,2018
42033,Pennsylvania,Clearfield,0.16,36,0.19,48,2018
42035,Pennsylvania,Clinton,-0.28,20,0.05,36,2018
42037,Pennsylvania,Columbia,0.28,42,-0.07,25,2018
42039,Pennsylvania,Crawford,0.13,35,0.09,38,2018
42041,Pennsylvania,Cumberland,-1.21,6,-0.8,4,2018
42043,Pennsylvania,Dauphin,0.31,43,-0.07,26,2018
42045,Pennsylvania,Delaware,0.36,49,-0.29,12,2018
42047,Pennsylvania,Elk,-0.13,26,-0.24,14,2018
42049,Pennsylvania,Erie,0.48,53,0.26,53,2018
42051,Pennsylvania,Fayette,1.53,66,1.06,66,2018
42053,Pennsylvania,Forest,-0.27,21,0.69,65,2018
42055,Pennsylvania,Franklin,-0.87,9,-0.21,16,2018
42057,Pennsylvania,Fulton,1.31,65,0.11,41,2018
42059,Pennsylvania,Greene,1.02,63,0.6,63,2018
42061,Pennsylvania,Huntingdon,-0.04,30,0.19,47,2018
42063,Pennsylvania,Indiana,0.34,46,0.67,64,2018
42065,Pennsylvania,Jefferson,0.47,52,0.2,49,2018
42067,Pennsylvania,Juniata,0.2,39,-0.11,22,2018
42069,Pennsylvania,Lackawanna,0.48,54,0.1,40,2018
42071,Pennsylvania,Lancaster,-0.88,8,-0.42,10,2018
42073,Pennsylvania,Lawrence,0.96,62,0.38,62,2018
42075,Pennsylvania,Lebanon,-0.44,15,-0.44,9,2018
42077,Pennsylvania,Lehigh,-0.33,18,-0.03,27,2018
42079,Pennsylvania,Luzerne,0.89,60,0.27,56,2018
42081,Pennsylvania,Lycoming,0.27,41,0.05,35,2018
42083,Pennsylvania,McKean,0.39,51,0.35,60,2018
42085,Pennsylvania,Mercer,0.33,44,0.14,44,2018
42087,Pennsylvania,Mifflin,0.5,55,0.06,37,2018
42089,Pennsylvania,Monroe,0.56,57,0.21,50,2018
42091,Pennsylvania,Montgomery,-1.58,4,-1.14,1,2018
42093,Pennsylvania,Montour,-0.06,28,-0.68,6,2018
42095,Pennsylvania,Northampton,-0.78,11,-0.17,18,2018
42097,Pennsylvania,Northumberland,0.37,50,0.18,46,2018
42099,Pennsylvania,Perry,-0.09,27,-0.15,20,2018
42101,Pennsylvania,Philadelphia,2.54,67,1.38,67,2018
42103,Pennsylvania,Pike,-0.7,12,-0.23,15,2018
42105,Pennsylvania,Potter,-0.23,23,0.27,55,2018
42107,Pennsylvania,Schuylkill,0.73,59,0.22,51,2018
42109,Pennsylvania,Snyder,-0.65,13,-0.21,17,2018
42111,Pennsylvania,Somerset,0.11,34,0.32,58,2018
42113,Pennsylvania,Sullivan,0.03,33,0.18,45,2018
42115,Pennsylvania,Susquehanna,0.9,61,0.36,61,2018
42117,Pennsylvania,Tioga,-0.4,16,0.09,39,2018
42119,Pennsylvania,Union,-1.68,3,-0.59,8,2018
42121,Pennsylvania,Venango,0.35,48,0.11,42,2018
42123,Pennsylvania,Warren,0.2,38,-0.11,21,2018
42125,Pennsylvania,Washington,-0.27,22,-0.1,23,2018
42127,Pennsylvania,Wayne,-0.14,25,0.01,31,2018
42129,Pennsylvania,Westmoreland,-0.35,17,-0.17,19,2018
42131,Pennsylvania,Wyoming,-0.04,29,-0.02,28,2018
42133,Pennsylvania,York,-0.32,19,-0.27,13,2018
