"","GEOID","NAME","variable","estimate","moe"
"1","42001","Adams County, Pennsylvania","totpop",103009,NA
"2","42001","Adams County, Pennsylvania","medage",44.3,0.5
"3","42001","Adams County, Pennsylvania","totpopwhite",95929,1335
"4","42001","Adams County, Pennsylvania","bachdegree",8696,1051
"5","42001","Adams County, Pennsylvania","medincome",30717,1198
"6","42003","Allegheny County, Pennsylvania","totpop",1216045,NA
"7","42003","Allegheny County, Pennsylvania","medage",40.5,0.3
"8","42003","Allegheny County, Pennsylvania","totpopwhite",965716,2043
"9","42003","Allegheny County, Pennsylvania","bachdegree",219464,6790
"10","42003","Allegheny County, Pennsylvania","medincome",37278,685
"11","42005","Armstrong County, Pennsylvania","totpop",64735,NA
"12","42005","Armstrong County, Pennsylvania","medage",47.3,0.6
"13","42005","Armstrong County, Pennsylvania","totpopwhite",NA,NA
"14","42005","Armstrong County, Pennsylvania","bachdegree",5305,789
"15","42005","Armstrong County, Pennsylvania","medincome",30427,1539
"16","42007","Beaver County, Pennsylvania","totpop",163929,NA
"17","42007","Beaver County, Pennsylvania","medage",45.3,0.4
"18","42007","Beaver County, Pennsylvania","totpopwhite",147858,493
"19","42007","Beaver County, Pennsylvania","bachdegree",21231,1735
"20","42007","Beaver County, Pennsylvania","medincome",32449,1707
"21","42011","Berks County, Pennsylvania","totpop",421164,NA
"22","42011","Berks County, Pennsylvania","medage",39.9,0.4
"23","42011","Berks County, Pennsylvania","totpopwhite",338473,4735
"24","42011","Berks County, Pennsylvania","bachdegree",46869,3442
"25","42011","Berks County, Pennsylvania","medincome",32628,1113
"26","42013","Blair County, Pennsylvania","totpop",121829,NA
"27","42013","Blair County, Pennsylvania","medage",43.1,0.5
"28","42013","Blair County, Pennsylvania","totpopwhite",NA,NA
"29","42013","Blair County, Pennsylvania","bachdegree",13087,1659
"30","42013","Blair County, Pennsylvania","medincome",29996,1276
"31","42017","Bucks County, Pennsylvania","totpop",628270,NA
"32","42017","Bucks County, Pennsylvania","medage",44,0.2
"33","42017","Bucks County, Pennsylvania","totpopwhite",544515,3545
"34","42017","Bucks County, Pennsylvania","bachdegree",112760,4709
"35","42017","Bucks County, Pennsylvania","medincome",43303,1725
"36","42019","Butler County, Pennsylvania","totpop",187853,NA
"37","42019","Butler County, Pennsylvania","medage",43.8,0.4
"38","42019","Butler County, Pennsylvania","totpopwhite",180218,233
"39","42019","Butler County, Pennsylvania","bachdegree",32941,2028
"40","42019","Butler County, Pennsylvania","medincome",37181,2102
"41","42021","Cambria County, Pennsylvania","totpop",130192,NA
"42","42021","Cambria County, Pennsylvania","medage",46.3,0.4
"43","42021","Cambria County, Pennsylvania","totpopwhite",121803,453
"44","42021","Cambria County, Pennsylvania","bachdegree",12408,1222
"45","42021","Cambria County, Pennsylvania","medincome",26776,1453
"46","42025","Carbon County, Pennsylvania","totpop",64182,NA
"47","42025","Carbon County, Pennsylvania","medage",47.6,0.7
"48","42025","Carbon County, Pennsylvania","totpopwhite",60043,1117
"49","42025","Carbon County, Pennsylvania","bachdegree",5726,1155
"50","42025","Carbon County, Pennsylvania","medincome",29255,1279
"51","42027","Centre County, Pennsylvania","totpop",162385,NA
"52","42027","Centre County, Pennsylvania","medage",33.4,0.5
