"","GEOID","NAME","variable","estimate","moe"
"1","42001","Adams County, Pennsylvania","totpop",101714,NA
"2","42001","Adams County, Pennsylvania","medage",43.4,0.5
"3","42001","Adams County, Pennsylvania","totpopwhite",93140,702
"4","42001","Adams County, Pennsylvania","bachdegree",9065,1017
"5","42001","Adams County, Pennsylvania","medincome",28782,1870
"6","42003","Allegheny County, Pennsylvania","totpop",1231255,NA
"7","42003","Allegheny County, Pennsylvania","medage",41,0.2
"8","42003","Allegheny County, Pennsylvania","totpopwhite",991681,2050
"9","42003","Allegheny County, Pennsylvania","bachdegree",196736,6025
"10","42003","Allegheny County, Pennsylvania","medincome",29585,762
"11","42005","Armstrong County, Pennsylvania","totpop",67785,NA
"12","42005","Armstrong County, Pennsylvania","medage",45.6,0.2
"13","42005","Armstrong County, Pennsylvania","totpopwhite",NA,NA
"14","42005","Armstrong County, Pennsylvania","bachdegree",4696,706
"15","42005","Armstrong County, Pennsylvania","medincome",25092,1422
"16","42007","Beaver County, Pennsylvania","totpop",169392,NA
"17","42007","Beaver County, Pennsylvania","medage",44.9,0.3
"18","42007","Beaver County, Pennsylvania","totpopwhite",153447,559
"19","42007","Beaver County, Pennsylvania","bachdegree",18922,1671
"20","42007","Beaver County, Pennsylvania","medincome",26698,915
"21","42011","Berks County, Pennsylvania","totpop",413691,NA
"22","42011","Berks County, Pennsylvania","medage",40.1,0.4
"23","42011","Berks County, Pennsylvania","totpopwhite",338562,3823
"24","42011","Berks County, Pennsylvania","bachdegree",42790,2831
"25","42011","Berks County, Pennsylvania","medincome",27220,744
"26","42013","Blair County, Pennsylvania","totpop",125955,NA
"27","42013","Blair County, Pennsylvania","medage",43.1,0.6
"28","42013","Blair County, Pennsylvania","totpopwhite",120874,157
"29","42013","Blair County, Pennsylvania","bachdegree",11513,1522
"30","42013","Blair County, Pennsylvania","medincome",23015,1371
"31","42017","Bucks County, Pennsylvania","totpop",626685,NA
"32","42017","Bucks County, Pennsylvania","medage",43.5,0.2
"33","42017","Bucks County, Pennsylvania","totpopwhite",557246,3116
"34","42017","Bucks County, Pennsylvania","bachdegree",100079,4614
"35","42017","Bucks County, Pennsylvania","medincome",36683,790
"36","42019","Butler County, Pennsylvania","totpop",185943,NA
"37","42019","Butler County, Pennsylvania","medage",43,0.4
"38","42019","Butler County, Pennsylvania","totpopwhite",179091,228
"39","42019","Butler County, Pennsylvania","bachdegree",28449,2275
"40","42019","Butler County, Pennsylvania","medincome",31250,1025
"41","42021","Cambria County, Pennsylvania","totpop",137732,NA
"42","42021","Cambria County, Pennsylvania","medage",44.9,0.3
"43","42021","Cambria County, Pennsylvania","totpopwhite",129271,273
"44","42021","Cambria County, Pennsylvania","bachdegree",12043,1270
"45","42021","Cambria County, Pennsylvania","medincome",23239,1200
"46","42025","Carbon County, Pennsylvania","totpop",64441,NA
"47","42025","Carbon County, Pennsylvania","medage",44.9,1.1
"48","42025","Carbon County, Pennsylvania","totpopwhite",NA,NA
"49","42025","Carbon County, Pennsylvania","bachdegree",3934,1163
"50","42025","Carbon County, Pennsylvania","medincome",25256,1466
"51","42027","Centre County, Pennsylvania","totpop",158742,NA
"52","42027","Centre County, Pennsylvania","medage",30.5,0.4
"53","42027","Centre County, Pennsylvania","totpopwhite",139355,1125
"54","42027","Centre County, Pennsylvania","bachdegree",19297,1824
"55","42027","Centre County, Pennsylvania","medincome",23712,1950
"56","42029","Chester County, Pennsylvania","totpop",512784,NA
"57","42029","Chester County, Pennsylvania","medage",40.6,0.3
"58","42029","Chester County, Pennsylvania","totpopwhite",438415,2998
"59","42029","Chester County, Pennsylvania","bachdegree",100481,3885
"60","42029","Chester County, Pennsylvania","medincome",39118,1610
"61","42033","Clearfield County, Pennsylvania","totpop",81191,NA
"62","42033","Clearfield County, Pennsylvania","medage",44.1,0.4
"63","42033","Clearfield County, Pennsylvania","totpopwhite",77095,310
"64","42033","Clearfield County, Pennsylvania","bachdegree",4654,797
