"","GEOID","NAME","variable","estimate","moe"
"1","42001","Adams County, Pennsylvania","totpop",101482,NA
"2","42001","Adams County, Pennsylvania","medage",42.3,0.6
"3","42001","Adams County, Pennsylvania","totpopwhite",93732,945
"4","42001","Adams County, Pennsylvania","bachdegree",8638,1098
"5","42001","Adams County, Pennsylvania","medincome",26292,1060
"6","42003","Allegheny County, Pennsylvania","totpop",1229338,NA
"7","42003","Allegheny County, Pennsylvania","medage",41,0.2
"8","42003","Allegheny County, Pennsylvania","totpopwhite",997613,1378
"9","42003","Allegheny County, Pennsylvania","bachdegree",188026,6013
"10","42003","Allegheny County, Pennsylvania","medincome",28405,577
"11","42005","Armstrong County, Pennsylvania","totpop",68409,NA
"12","42005","Armstrong County, Pennsylvania","medage",45.5,0.3
"13","42005","Armstrong County, Pennsylvania","totpopwhite",NA,NA
"14","42005","Armstrong County, Pennsylvania","bachdegree",5822,969
"15","42005","Armstrong County, Pennsylvania","medincome",23179,1020
"16","42007","Beaver County, Pennsylvania","totpop",170245,NA
"17","42007","Beaver County, Pennsylvania","medage",44.8,0.3
"18","42007","Beaver County, Pennsylvania","totpopwhite",154812,320
"19","42007","Beaver County, Pennsylvania","bachdegree",17924,1670
"20","42007","Beaver County, Pennsylvania","medincome",26419,1080
"21","42011","Berks County, Pennsylvania","totpop",413491,NA
"22","42011","Berks County, Pennsylvania","medage",39.7,0.4
"23","42011","Berks County, Pennsylvania","totpopwhite",355172,4755
"24","42011","Berks County, Pennsylvania","bachdegree",38661,2469
"25","42011","Berks County, Pennsylvania","medincome",26013,665
"26","42013","Blair County, Pennsylvania","totpop",127121,NA
"27","42013","Blair County, Pennsylvania","medage",42.6,0.5
"28","42013","Blair County, Pennsylvania","totpopwhite",122217,238
"29","42013","Blair County, Pennsylvania","bachdegree",9900,1016
"30","42013","Blair County, Pennsylvania","medincome",22338,902
"31","42017","Bucks County, Pennsylvania","totpop",627053,NA
"32","42017","Bucks County, Pennsylvania","medage",42.5,0.3
"33","42017","Bucks County, Pennsylvania","totpopwhite",560904,2679
"34","42017","Bucks County, Pennsylvania","bachdegree",100003,4147
"35","42017","Bucks County, Pennsylvania","medincome",34349,1121
"36","42019","Butler County, Pennsylvania","totpop",184970,NA
"37","42019","Butler County, Pennsylvania","medage",42.3,0.5
"38","42019","Butler County, Pennsylvania","totpopwhite",178451,535
"39","42019","Butler County, Pennsylvania","bachdegree",25011,1980
"40","42019","Butler County, Pennsylvania","medincome",27465,1376
"41","42021","Cambria County, Pennsylvania","totpop",141584,NA
"42","42021","Cambria County, Pennsylvania","medage",44.1,0.4
"43","42021","Cambria County, Pennsylvania","totpopwhite",132895,452
"44","42021","Cambria County, Pennsylvania","bachdegree",12446,1218
"45","42021","Cambria County, Pennsylvania","medincome",21986,743
"46","42025","Carbon County, Pennsylvania","totpop",65006,NA
"47","42025","Carbon County, Pennsylvania","medage",45.5,0.6
"48","42025","Carbon County, Pennsylvania","totpopwhite",NA,NA
"49","42025","Carbon County, Pennsylvania","bachdegree",3888,1001
"50","42025","Carbon County, Pennsylvania","medincome",25319,1857
"51","42027","Centre County, Pennsylvania","totpop",155171,NA
"52","42027","Centre County, Pennsylvania","medage",29.3,0.7
"53","42027","Centre County, Pennsylvania","totpopwhite",137936,778
"54","42027","Centre County, Pennsylvania","bachdegree",17811,1877
"55","42027","Centre County, Pennsylvania","medincome",22307,908
"56","42029","Chester County, Pennsylvania","totpop",506575,NA
"57","42029","Chester County, Pennsylvania","medage",40,0.4
"58","42029","Chester County, Pennsylvania","totpopwhite",439939,2240
"59","42029","Chester County, Pennsylvania","bachdegree",101219,4034
"60","42029","Chester County, Pennsylvania","medincome",37252,1324
"61","42033","Clearfield County, Pennsylvania","totpop",81184,NA
"62","42033","Clearfield County, Pennsylvania","medage",43.5,0.4
